file_path,folder,label,duration_seconds
C:\Users\Leslie\Thesis\whisper_project\distractor_coughs_colds\distractor_coughs_colds_7.wav,distractor_coughs_colds,distractor,9.98
C:\Users\Leslie\Thesis\whisper_project\distractor_coughs_colds\distractor_coughs_colds_8.wav,distractor_coughs_colds,distractor,9.98
C:\Users\Leslie\Thesis\whisper_project\distractor_coughs_colds\distractor_coughs_colds_9.wav,distractor_coughs_colds,distractor,9.98
C:\Users\Leslie\Thesis\whisper_project\distractor_footsteps\distractor_footsteps_1.wav,distractor_footsteps,distractor,9.98
C:\Users\Leslie\Thesis\whisper_project\distractor_footsteps\distractor_footsteps_10.wav,distractor_footsteps,distractor,9.98
C:\Users\Leslie\Thesis\whisper_project\distractor_footsteps\distractor_footsteps_2.wav,distractor_footsteps,distractor,9.98
C:\Users\Leslie\Thesis\whisper_project\distractor_footsteps\distractor_footsteps_3.wav,distractor_footsteps,distractor,9.98
C:\Users\Leslie\Thesis\whisper_project\distractor_footsteps\distractor_footsteps_4.wav,distractor_footsteps,distractor,9.98
C:\Users\Leslie\Thesis\whisper_project\distractor_footsteps\distractor_footsteps_5.wav,distractor_footsteps,distractor,9.98
C:\Users\Leslie\Thesis\whisper_project\distractor_footsteps\distractor_footsteps_6.wav,distractor_footsteps,distractor,9.98
C:\Users\Leslie\Thesis\whisper_project\distractor_footsteps\distractor_footsteps_7.wav,distractor_footsteps,distractor,9.98
C:\Users\Leslie\Thesis\whisper_project\distractor_footsteps\distractor_footsteps_8.wav,distractor_footsteps,distractor,9.98
C:\Users\Leslie\Thesis\whisper_project\distractor_footsteps\distractor_footsteps_9.wav,distractor_footsteps,distractor,9.98
C:\Users\Leslie\Thesis\whisper_project\distractor_paper\distractor_paper_1.wav,distractor_paper,distractor,9.98
C:\Users\Leslie\Thesis\whisper_project\distractor_paper\distractor_paper_10.wav,distractor_paper,distractor,9.98
C:\Users\Leslie\Thesis\whisper_project\distractor_paper\distractor_paper_11.wav,distractor_paper,distractor,9.98
C:\Users\Leslie\Thesis\whisper_project\distractor_paper\distractor_paper_12.wav,distractor_paper,distractor,9.98
C:\Users\Leslie\Thesis\whisper_project\distractor_paper\distractor_paper_13.wav,distractor_paper,distractor,9.98
C:\Users\Leslie\Thesis\whisper_project\distractor_paper\distractor_paper_14.wav,distractor_paper,distractor,9.98
C:\Users\Leslie\Thesis\whisper_project\distractor_paper\distractor_paper_15.wav,distractor_paper,distractor,9.98
C:\Users\Leslie\Thesis\whisper_project\distractor_paper\distractor_paper_2.wav,distractor_paper,distractor,9.98
C:\Users\Leslie\Thesis\whisper_project\distractor_paper\distractor_paper_3.wav,distractor_paper,distractor,9.98
C:\Users\Leslie\Thesis\whisper_project\distractor_paper\distractor_paper_4.wav,distractor_paper,distractor,9.98
C:\Users\Leslie\Thesis\whisper_project\distractor_paper\distractor_paper_5.wav,distractor_paper,distractor,9.98
C:\Users\Leslie\Thesis\whisper_project\distractor_paper\distractor_paper_6.wav,distractor_paper,distractor,9.98
C:\Users\Leslie\Thesis\whisper_project\distractor_paper\distractor_paper_7.wav,distractor_paper,distractor,9.98
C:\Users\Leslie\Thesis\whisper_project\distractor_paper\distractor_paper_8.wav,distractor_paper,distractor,9.98
C:\Users\Leslie\Thesis\whisper_project\distractor_paper\distractor_paper_9.wav,distractor_paper,distractor,9.98
C:\Users\Leslie\Thesis\whisper_project\distractor_pen\distractor_pen_1.wav,distractor_pen,distractor,9.98
C:\Users\Leslie\Thesis\whisper_project\distractor_pen\distractor_pen_10.wav,distractor_pen,distractor,9.98
C:\Users\Leslie\Thesis\whisper_project\distractor_pen\distractor_pen_11.wav,distractor_pen,distractor,9.98
C:\Users\Leslie\Thesis\whisper_project\distractor_pen\distractor_pen_12.wav,distractor_pen,distractor,9.98
C:\Users\Leslie\Thesis\whisper_project\distractor_pen\distractor_pen_13.wav,distractor_pen,distractor,9.98
C:\Users\Leslie\Thesis\whisper_project\distractor_pen\distractor_pen_14.wav,distractor_pen,distractor,9.98
C:\Users\Leslie\Thesis\whisper_project\distractor_pen\distractor_pen_15.wav,distractor_pen,distractor,9.98
C:\Users\Leslie\Thesis\whisper_project\distractor_pen\distractor_pen_2.wav,distractor_pen,distractor,9.98
C:\Users\Leslie\Thesis\whisper_project\distractor_pen\distractor_pen_3.wav,distractor_pen,distractor,9.98
C:\Users\Leslie\Thesis\whisper_project\distractor_pen\distractor_pen_4.wav,distractor_pen,distractor,9.98
C:\Users\Leslie\Thesis\whisper_project\distractor_pen\distractor_pen_5.wav,distractor_pen,distractor,9.98
C:\Users\Leslie\Thesis\whisper_project\distractor_pen\distractor_pen_6.wav,distractor_pen,distractor,9.98
C:\Users\Leslie\Thesis\whisper_project\distractor_pen\distractor_pen_7.wav,distractor_pen,distractor,9.98
C:\Users\Leslie\Thesis\whisper_project\distractor_pen\distractor_pen_8.wav,distractor_pen,distractor,9.98
C:\Users\Leslie\Thesis\whisper_project\distractor_pen\distractor_pen_9.wav,distractor_pen,distractor,9.98
C:\Users\Leslie\Thesis\whisper_project\normalspeech_1m\normalspeech_1m_1.wav,normalspeech_1m,normal_speech,9.98
C:\Users\Leslie\Thesis\whisper_project\normalspeech_1m\normalspeech_1m_10.wav,normalspeech_1m,normal_speech,9.98
C:\Users\Leslie\Thesis\whisper_project\normalspeech_1m\normalspeech_1m_11.wav,normalspeech_1m,normal_speech,9.98
C:\Users\Leslie\Thesis\whisper_project\normalspeech_1m\normalspeech_1m_12.wav,normalspeech_1m,normal_speech,9.98
C:\Users\Leslie\Thesis\whisper_project\normalspeech_1m\normalspeech_1m_13.wav,normalspeech_1m,normal_speech,9.98
C:\Users\Leslie\Thesis\whisper_project\normalspeech_1m\normalspeech_1m_14.wav,normalspeech_1m,normal_speech,9.98
C:\Users\Leslie\Thesis\whisper_project\normalspeech_1m\normalspeech_1m_15.wav,normalspeech_1m,normal_speech,9.98
C:\Users\Leslie\Thesis\whisper_project\normalspeech_1m\normalspeech_1m_2.wav,normalspeech_1m,normal_speech,9.98
C:\Users\Leslie\Thesis\whisper_project\normalspeech_1m\normalspeech_1m_3.wav,normalspeech_1m,normal_speech,9.98
C:\Users\Leslie\Thesis\whisper_project\normalspeech_1m\normalspeech_1m_4.wav,normalspeech_1m,normal_speech,9.98
C:\Users\Leslie\Thesis\whisper_project\normalspeech_1m\normalspeech_1m_5.wav,normalspeech_1m,normal_speech,9.98
C:\Users\Leslie\Thesis\whisper_project\normalspeech_1m\normalspeech_1m_6.wav,normalspeech_1m,normal_speech,9.98
C:\Users\Leslie\Thesis\whisper_project\normalspeech_1m\normalspeech_1m_7.wav,normalspeech_1m,normal_speech,9.98
C:\Users\Leslie\Thesis\whisper_project\normalspeech_1m\normalspeech_1m_8.wav,normalspeech_1m,normal_speech,9.98
C:\Users\Leslie\Thesis\whisper_project\normalspeech_1m\normalspeech_1m_9.wav,normalspeech_1m,normal_speech,9.98
C:\Users\Leslie\Thesis\whisper_project\normalspeech_2m\normalspeech_2m_1.wav,normalspeech_2m,normal_speech,9.98
C:\Users\Leslie\Thesis\whisper_project\normalspeech_2m\normalspeech_2m_10.wav,normalspeech_2m,normal_speech,9.98
C:\Users\Leslie\Thesis\whisper_project\normalspeech_2m\normalspeech_2m_11.wav,normalspeech_2m,normal_speech,9.98
C:\Users\Leslie\Thesis\whisper_project\normalspeech_2m\normalspeech_2m_12.wav,normalspeech_2m,normal_speech,9.98
C:\Users\Leslie\Thesis\whisper_project\normalspeech_2m\normalspeech_2m_13.wav,normalspeech_2m,normal_speech,9.98
C:\Users\Leslie\Thesis\whisper_project\normalspeech_2m\normalspeech_2m_14.wav,normalspeech_2m,normal_speech,9.98
C:\Users\Leslie\Thesis\whisper_project\normalspeech_2m\normalspeech_2m_15.wav,normalspeech_2m,normal_speech,9.98
C:\Users\Leslie\Thesis\whisper_project\normalspeech_2m\normalspeech_2m_2.wav,normalspeech_2m,normal_speech,9.98
C:\Users\Leslie\Thesis\whisper_project\normalspeech_2m\normalspeech_2m_3.wav,normalspeech_2m,normal_speech,9.98
C:\Users\Leslie\Thesis\whisper_project\normalspeech_2m\normalspeech_2m_4.wav,normalspeech_2m,normal_speech,9.98
C:\Users\Leslie\Thesis\whisper_project\normalspeech_2m\normalspeech_2m_5.wav,normalspeech_2m,normal_speech,9.98
C:\Users\Leslie\Thesis\whisper_project\normalspeech_2m\normalspeech_2m_6.wav,normalspeech_2m,normal_speech,9.98
C:\Users\Leslie\Thesis\whisper_project\normalspeech_2m\normalspeech_2m_7.wav,normalspeech_2m,normal_speech,9.98
C:\Users\Leslie\Thesis\whisper_project\normalspeech_2m\normalspeech_2m_8.wav,normalspeech_2m,normal_speech,9.98
C:\Users\Leslie\Thesis\whisper_project\normalspeech_2m\normalspeech_2m_9.wav,normalspeech_2m,normal_speech,9.98
C:\Users\Leslie\Thesis\whisper_project\normalspeech_3m\normalspeech_3m_1.wav,normalspeech_3m,normal_speech,9.98
C:\Users\Leslie\Thesis\whisper_project\normalspeech_3m\normalspeech_3m_10.wav,normalspeech_3m,normal_speech,9.98
C:\Users\Leslie\Thesis\whisper_project\normalspeech_3m\normalspeech_3m_11.wav,normalspeech_3m,normal_speech,9.98
C:\Users\Leslie\Thesis\whisper_project\normalspeech_3m\normalspeech_3m_12.wav,normalspeech_3m,normal_speech,9.98
C:\Users\Leslie\Thesis\whisper_project\normalspeech_3m\normalspeech_3m_13.wav,normalspeech_3m,normal_speech,9.98
C:\Users\Leslie\Thesis\whisper_project\normalspeech_3m\normalspeech_3m_14.wav,normalspeech_3m,normal_speech,9.98
C:\Users\Leslie\Thesis\whisper_project\normalspeech_3m\normalspeech_3m_15.wav,normalspeech_3m,normal_speech,9.98
C:\Users\Leslie\Thesis\whisper_project\normalspeech_3m\normalspeech_3m_2.wav,normalspeech_3m,normal_speech,9.98
C:\Users\Leslie\Thesis\whisper_project\normalspeech_3m\normalspeech_3m_3.wav,normalspeech_3m,normal_speech,9.98
C:\Users\Leslie\Thesis\whisper_project\normalspeech_3m\normalspeech_3m_4.wav,normalspeech_3m,normal_speech,9.98
C:\Users\Leslie\Thesis\whisper_project\normalspeech_3m\normalspeech_3m_5.wav,normalspeech_3m,normal_speech,9.98
C:\Users\Leslie\Thesis\whisper_project\normalspeech_3m\normalspeech_3m_6.wav,normalspeech_3m,normal_speech,9.98
C:\Users\Leslie\Thesis\whisper_project\normalspeech_3m\normalspeech_3m_7.wav,normalspeech_3m,normal_speech,9.98
C:\Users\Leslie\Thesis\whisper_project\normalspeech_3m\normalspeech_3m_8.wav,normalspeech_3m,normal_speech,9.98
C:\Users\Leslie\Thesis\whisper_project\normalspeech_3m\normalspeech_3m_9.wav,normalspeech_3m,normal_speech,9.98
C:\Users\Leslie\Thesis\whisper_project\roomnoise_ACoff\roomnoise_ACoff_1.wav,roomnoise_ACoff,room_noise,9.98
C:\Users\Leslie\Thesis\whisper_project\roomnoise_ACoff\roomnoise_ACoff_10.wav,roomnoise_ACoff,room_noise,9.98
C:\Users\Leslie\Thesis\whisper_project\roomnoise_ACoff\roomnoise_ACoff_11.wav,roomnoise_ACoff,room_noise,9.98
C:\Users\Leslie\Thesis\whisper_project\roomnoise_ACoff\roomnoise_ACoff_12.wav,roomnoise_ACoff,room_noise,9.98
C:\Users\Leslie\Thesis\whisper_project\roomnoise_ACoff\roomnoise_ACoff_13.wav,roomnoise_ACoff,room_noise,9.98
C:\Users\Leslie\Thesis\whisper_project\roomnoise_ACoff\roomnoise_ACoff_14.wav,roomnoise_ACoff,room_noise,9.98
C:\Users\Leslie\Thesis\whisper_project\roomnoise_ACoff\roomnoise_ACoff_15.wav,roomnoise_ACoff,room_noise,9.98
C:\Users\Leslie\Thesis\whisper_project\roomnoise_ACoff\roomnoise_ACoff_16.wav,roomnoise_ACoff,room_noise,9.98
C:\Users\Leslie\Thesis\whisper_project\roomnoise_ACoff\roomnoise_ACoff_17.wav,roomnoise_ACoff,room_noise,9.98
C:\Users\Leslie\Thesis\whisper_project\roomnoise_ACoff\roomnoise_ACoff_18.wav,roomnoise_ACoff,room_noise,9.98
C:\Users\Leslie\Thesis\whisper_project\roomnoise_ACoff\roomnoise_ACoff_19.wav,roomnoise_ACoff,room_noise,9.98
C:\Users\Leslie\Thesis\whisper_project\roomnoise_ACoff\roomnoise_ACoff_2.wav,roomnoise_ACoff,room_noise,9.98
C:\Users\Leslie\Thesis\whisper_project\roomnoise_ACoff\roomnoise_ACoff_20.wav,roomnoise_ACoff,room_noise,9.98
C:\Users\Leslie\Thesis\whisper_project\roomnoise_ACoff\roomnoise_ACoff_21.wav,roomnoise_ACoff,room_noise,9.98
C:\Users\Leslie\Thesis\whisper_project\roomnoise_ACoff\roomnoise_ACoff_22.wav,roomnoise_ACoff,room_noise,9.98
C:\Users\Leslie\Thesis\whisper_project\roomnoise_ACoff\roomnoise_ACoff_23.wav,roomnoise_ACoff,room_noise,9.98
C:\Users\Leslie\Thesis\whisper_project\roomnoise_ACoff\roomnoise_ACoff_24.wav,roomnoise_ACoff,room_noise,9.98
C:\Users\Leslie\Thesis\whisper_project\roomnoise_ACoff\roomnoise_ACoff_25.wav,roomnoise_ACoff,room_noise,9.98
C:\Users\Leslie\Thesis\whisper_project\roomnoise_ACoff\roomnoise_ACoff_26.wav,roomnoise_ACoff,room_noise,9.98
C:\Users\Leslie\Thesis\whisper_project\roomnoise_ACoff\roomnoise_ACoff_27.wav,roomnoise_ACoff,room_noise,9.98
C:\Users\Leslie\Thesis\whisper_project\roomnoise_ACoff\roomnoise_ACoff_28.wav,roomnoise_ACoff,room_noise,9.98
C:\Users\Leslie\Thesis\whisper_project\roomnoise_ACoff\roomnoise_ACoff_29.wav,roomnoise_ACoff,room_noise,9.98
C:\Users\Leslie\Thesis\whisper_project\roomnoise_ACoff\roomnoise_ACoff_3.wav,roomnoise_ACoff,room_noise,9.98
C:\Users\Leslie\Thesis\whisper_project\roomnoise_ACoff\roomnoise_ACoff_30.wav,roomnoise_ACoff,room_noise,9.98
C:\Users\Leslie\Thesis\whisper_project\roomnoise_ACoff\roomnoise_ACoff_31.wav,roomnoise_ACoff,room_noise,9.98
C:\Users\Leslie\Thesis\whisper_project\roomnoise_ACoff\roomnoise_ACoff_32.wav,roomnoise_ACoff,room_noise,9.98
C:\Users\Leslie\Thesis\whisper_project\roomnoise_ACoff\roomnoise_ACoff_33.wav,roomnoise_ACoff,room_noise,9.98
C:\Users\Leslie\Thesis\whisper_project\roomnoise_ACoff\roomnoise_ACoff_34.wav,roomnoise_ACoff,room_noise,9.98
C:\Users\Leslie\Thesis\whisper_project\roomnoise_ACoff\roomnoise_ACoff_35.wav,roomnoise_ACoff,room_noise,9.98
C:\Users\Leslie\Thesis\whisper_project\roomnoise_ACoff\roomnoise_ACoff_36.wav,roomnoise_ACoff,room_noise,9.98
C:\Users\Leslie\Thesis\whisper_project\roomnoise_ACoff\roomnoise_ACoff_37.wav,roomnoise_ACoff,room_noise,9.98
C:\Users\Leslie\Thesis\whisper_project\roomnoise_ACoff\roomnoise_ACoff_38.wav,roomnoise_ACoff,room_noise,9.98
C:\Users\Leslie\Thesis\whisper_project\roomnoise_ACoff\roomnoise_ACoff_39.wav,roomnoise_ACoff,room_noise,9.98
C:\Users\Leslie\Thesis\whisper_project\roomnoise_ACoff\roomnoise_ACoff_4.wav,roomnoise_ACoff,room_noise,9.98
C:\Users\Leslie\Thesis\whisper_project\roomnoise_ACoff\roomnoise_ACoff_40.wav,roomnoise_ACoff,room_noise,9.98
C:\Users\Leslie\Thesis\whisper_project\roomnoise_ACoff\roomnoise_ACoff_41.wav,roomnoise_ACoff,room_noise,9.98
C:\Users\Leslie\Thesis\whisper_project\roomnoise_ACoff\roomnoise_ACoff_42.wav,roomnoise_ACoff,room_noise,9.98
C:\Users\Leslie\Thesis\whisper_project\roomnoise_ACoff\roomnoise_ACoff_43.wav,roomnoise_ACoff,room_noise,9.98
C:\Users\Leslie\Thesis\whisper_project\roomnoise_ACoff\roomnoise_ACoff_44.wav,roomnoise_ACoff,room_noise,9.98
C:\Users\Leslie\Thesis\whisper_project\roomnoise_ACoff\roomnoise_ACoff_45.wav,roomnoise_ACoff,room_noise,9.98
C:\Users\Leslie\Thesis\whisper_project\roomnoise_ACoff\roomnoise_ACoff_46.wav,roomnoise_ACoff,room_noise,9.98
C:\Users\Leslie\Thesis\whisper_project\roomnoise_ACoff\roomnoise_ACoff_47.wav,roomnoise_ACoff,room_noise,9.98
C:\Users\Leslie\Thesis\whisper_project\roomnoise_ACoff\roomnoise_ACoff_48.wav,roomnoise_ACoff,room_noise,9.98
C:\Users\Leslie\Thesis\whisper_project\roomnoise_ACoff\roomnoise_ACoff_49.wav,roomnoise_ACoff,room_noise,9.98
C:\Users\Leslie\Thesis\whisper_project\roomnoise_ACoff\roomnoise_ACoff_5.wav,roomnoise_ACoff,room_noise,9.98
C:\Users\Leslie\Thesis\whisper_project\roomnoise_ACoff\roomnoise_ACoff_50.wav,roomnoise_ACoff,room_noise,9.98
C:\Users\Leslie\Thesis\whisper_project\roomnoise_ACoff\roomnoise_ACoff_6.wav,roomnoise_ACoff,room_noise,9.98
C:\Users\Leslie\Thesis\whisper_project\roomnoise_ACoff\roomnoise_ACoff_7.wav,roomnoise_ACoff,room_noise,9.98
C:\Users\Leslie\Thesis\whisper_project\roomnoise_ACoff\roomnoise_ACoff_8.wav,roomnoise_ACoff,room_noise,9.98
C:\Users\Leslie\Thesis\whisper_project\roomnoise_ACoff\roomnoise_ACoff_9.wav,roomnoise_ACoff,room_noise,9.98
C:\Users\Leslie\Thesis\whisper_project\roomnoise_ACon\roomnoise_ACon_1.wav,roomnoise_ACon,room_noise,9.98
C:\Users\Leslie\Thesis\whisper_project\roomnoise_ACon\roomnoise_ACon_10.wav,roomnoise_ACon,room_noise,9.98
C:\Users\Leslie\Thesis\whisper_project\roomnoise_ACon\roomnoise_ACon_11.wav,roomnoise_ACon,room_noise,9.98
C:\Users\Leslie\Thesis\whisper_project\roomnoise_ACon\roomnoise_ACon_12.wav,roomnoise_ACon,room_noise,9.98
C:\Users\Leslie\Thesis\whisper_project\roomnoise_ACon\roomnoise_ACon_13.wav,roomnoise_ACon,room_noise,9.98
C:\Users\Leslie\Thesis\whisper_project\roomnoise_ACon\roomnoise_ACon_14.wav,roomnoise_ACon,room_noise,9.98
C:\Users\Leslie\Thesis\whisper_project\roomnoise_ACon\roomnoise_ACon_15.wav,roomnoise_ACon,room_noise,9.98
C:\Users\Leslie\Thesis\whisper_project\roomnoise_ACon\roomnoise_ACon_16.wav,roomnoise_ACon,room_noise,9.98
C:\Users\Leslie\Thesis\whisper_project\roomnoise_ACon\roomnoise_ACon_17.wav,roomnoise_ACon,room_noise,9.98
C:\Users\Leslie\Thesis\whisper_project\roomnoise_ACon\roomnoise_ACon_18.wav,roomnoise_ACon,room_noise,9.98
C:\Users\Leslie\Thesis\whisper_project\roomnoise_ACon\roomnoise_ACon_19.wav,roomnoise_ACon,room_noise,9.98
C:\Users\Leslie\Thesis\whisper_project\roomnoise_ACon\roomnoise_ACon_2.wav,roomnoise_ACon,room_noise,9.98
C:\Users\Leslie\Thesis\whisper_project\roomnoise_ACon\roomnoise_ACon_20.wav,roomnoise_ACon,room_noise,9.98
C:\Users\Leslie\Thesis\whisper_project\roomnoise_ACon\roomnoise_ACon_21.wav,roomnoise_ACon,room_noise,9.98
C:\Users\Leslie\Thesis\whisper_project\roomnoise_ACon\roomnoise_ACon_22.wav,roomnoise_ACon,room_noise,9.98
C:\Users\Leslie\Thesis\whisper_project\roomnoise_ACon\roomnoise_ACon_23.wav,roomnoise_ACon,room_noise,9.98
C:\Users\Leslie\Thesis\whisper_project\roomnoise_ACon\roomnoise_ACon_24.wav,roomnoise_ACon,room_noise,9.98
C:\Users\Leslie\Thesis\whisper_project\roomnoise_ACon\roomnoise_ACon_25.wav,roomnoise_ACon,room_noise,9.98
C:\Users\Leslie\Thesis\whisper_project\roomnoise_ACon\roomnoise_ACon_26.wav,roomnoise_ACon,room_noise,9.98
C:\Users\Leslie\Thesis\whisper_project\roomnoise_ACon\roomnoise_ACon_27.wav,roomnoise_ACon,room_noise,9.98
C:\Users\Leslie\Thesis\whisper_project\roomnoise_ACon\roomnoise_ACon_28.wav,roomnoise_ACon,room_noise,9.98
C:\Users\Leslie\Thesis\whisper_project\roomnoise_ACon\roomnoise_ACon_29.wav,roomnoise_ACon,room_noise,9.98
C:\Users\Leslie\Thesis\whisper_project\roomnoise_ACon\roomnoise_ACon_3.wav,roomnoise_ACon,room_noise,9.98
C:\Users\Leslie\Thesis\whisper_project\roomnoise_ACon\roomnoise_ACon_30.wav,roomnoise_ACon,room_noise,9.98
C:\Users\Leslie\Thesis\whisper_project\roomnoise_ACon\roomnoise_ACon_31.wav,roomnoise_ACon,room_noise,9.98
C:\Users\Leslie\Thesis\whisper_project\roomnoise_ACon\roomnoise_ACon_32.wav,roomnoise_ACon,room_noise,9.98
C:\Users\Leslie\Thesis\whisper_project\roomnoise_ACon\roomnoise_ACon_33.wav,roomnoise_ACon,room_noise,9.98
C:\Users\Leslie\Thesis\whisper_project\roomnoise_ACon\roomnoise_ACon_34.wav,roomnoise_ACon,room_noise,9.98
C:\Users\Leslie\Thesis\whisper_project\roomnoise_ACon\roomnoise_ACon_35.wav,roomnoise_ACon,room_noise,9.98
C:\Users\Leslie\Thesis\whisper_project\roomnoise_ACon\roomnoise_ACon_36.wav,roomnoise_ACon,room_noise,9.98
C:\Users\Leslie\Thesis\whisper_project\roomnoise_ACon\roomnoise_ACon_37.wav,roomnoise_ACon,room_noise,9.98
C:\Users\Leslie\Thesis\whisper_project\roomnoise_ACon\roomnoise_ACon_38.wav,roomnoise_ACon,room_noise,9.98
C:\Users\Leslie\Thesis\whisper_project\roomnoise_ACon\roomnoise_ACon_39.wav,roomnoise_ACon,room_noise,9.98
C:\Users\Leslie\Thesis\whisper_project\roomnoise_ACon\roomnoise_ACon_4.wav,roomnoise_ACon,room_noise,9.98
C:\Users\Leslie\Thesis\whisper_project\roomnoise_ACon\roomnoise_ACon_40.wav,roomnoise_ACon,room_noise,9.98
C:\Users\Leslie\Thesis\whisper_project\roomnoise_ACon\roomnoise_ACon_41.wav,roomnoise_ACon,room_noise,9.98
